name,code,city_code,state_code,country_code
Summer Beaver Airport,SUR,,CA-ON,CA
Crooked Creek Airport,CKD,CKD,US-AK,US
Tisdale Airport,YTT,,CA-SK,CA
Wapekeka Airport,YAX,,CA-ON,CA
Wunnumin Lake Airport,WNN,,CA-ON,CA
Opapimiskan Lake Airport,YBS,,CA-ON,CA
North Spirit Lake Airport,YNO,,CA-ON,CA
Crane Island Airstrip,CKR,,US-WA,US
Cordova Municipal Airport,CKU,,US-AK,US
North of Sixty Airport,YDW,,CA-NT,CA
Chicken Airport,CKX,,US-AK,US
Clear Lake Metroport,CLC,,US-TX,US
New Cametá Airport,CMT,,BR-PA,BR
Caia Airport,CMZ,,MZ-S,MZ
Tangshan Sannühe Airport,TVS,,CN-13,CN
Yuanmou Air Base,YUA,,CN-53,CN
Zhangjiakou Ningyuan Airport,ZQZ,,CN-13,CN
Baoshan Yunduan Airport,BSD,,CN-53,CN
Dazu Air Base,DZU,,CN-50,CN
Lintsang Airfield,LNJ,,CN-53,CN
Bao'anying Airport,PZI,,CN-51,CN
Foshan Shadi Airport,FUO,,CN-44,CN
Huizhou Airport,HUZ,,CN-44,CN
Shaoguan Guitou Airport,HSC,,CN-44,CN
Jinggangshan Airport,JGS,,CN-36,CN
Baise Youjiang Airport,AEB,,CN-45,CN
Dongying Shengli Airport,DOY,,CN-37,CN
Xingcheng Air Base,XEN,,CN-21,CN
Altay Air Base,AAT,,CN-65,CN
Tianshui Maijishan Airport,THQ,,CN-62,CN
Zhangye Ganzhou Airport,YZY,,CN-62,CN
Dandong Airport,DDG,,CN-21,CN
Nantong Airport,NTG,,CN-32,CN
Bearskin Lake Airport,XBE,,CA-ON,CA
White River Seaplane Base,YWR,,CA-ON,CA
Brockville - Thousand Islands Regional Tackaberry Airport,XBR,,CA-ON,CA
Kingfisher Lake Airport,KIF,,CA-ON,CA
Kincardine Airport,YKD,,CA-ON,CA
Ogoki Post Airport,YOG,,CA-ON,CA
El Troncal Airport,ARQ,,CO-ARA,CO
La Chorrera Airport,LCR,,CO-AMA,CO
Las Cruces Airport,SNT,,CO-SAN,CO
Tarapacá Airport,TCD,,CO-AMA,CO
Bar River Airport,YEB,,CA-ON,CA
Cape Orford Airport,CPI,,PG-EBR,PG
Poplar Hill Airport,YHP,,CA-ON,CA
Keewaywin Airport,KEW,,CA-ON,CA
Lebel-sur-Quevillon Airport,YLS,,CA-QC,CA
Snap Lake Airport,YNX,,CA-NT,CA
La Sarre Airport,SSQ,,CA-QC,CA
Chisasibi Airport,YKU,,CA-QC,CA
Rentschler Heliport,EHT,,US-CT,US
Tête-à-la-Baleine Airport,ZTB,,CA-QC,CA
Kegaska Airport,ZKG,,CA-QC,CA
Chute-Des-Passes/Lac Margane Seaplane Base,YWQ,,CA-QC,CA
Donaldson Airport,YAU,,CA-QC,CA
Fontanges Airport,YFG,,CA-QC,CA
Lac Gagnon Seaplane Base,YGA,,CA-QC,CA
La Tabatière Airport,ZLT,,CA-QC,CA
Preston Airport,PST,,CU-11,CU
Culion Airport,CUJ,,PH-PLW,PH
Hollister Municipal Airport,HLI,,US-CA,US
Cape Vogel Airport,CVL,,PG-MBA,PG
Hughes Airport,CVR,,US-CA,US
Chitina Airport,CXC,,US-AK,US
Geçitkale Air Base,GEC,,CY-03,CY
Nicosia International Airport,NIC,,CY-02,CY
Arctic Bay Airport,YAB,,CA-NU,CA
Cat Lake Airport,YAC,,CA-ON,CA
La Grande-3 Airport,YAR,,CA-QC,CA
Fort Frances Municipal Airport,YAG,,CA-ON,CA
La Grande-4 Airport,YAH,,CA-QC,CA
Alert Bay Airport,YAL,YAL,CA-BC,CA
Sault Ste Marie Airport,YAM,YAM,CA-ON,CA
Kasabonika Airport,XKS,,CA-ON,CA
Kangirsuk Airport,YKG,,CA-QC,CA
Attawapiskat Airport,YAT,,CA-ON,CA
Halifax / CFB Shearwater Heliport,YAW,,CA-NS,CA
St. Anthony Airport,YAY,,CA-NL,CA
Tofino / Long Beach Airport,YAZ,,CA-BC,CA
Banff Airport,YBA,,CA-AB,CA
Kugaaruk Airport,YBB,,CA-NU,CA
Baie Comeau Airport,YBC,,CA-QC,CA
Bella Coola Airport,QBC,,CA-BC,CA
Uranium City Airport,YBE,,CA-SK,CA
Bonnyville Airport,YBY,,CA-AB,CA
CFB Bagotville,YBG,,CA-QC,CA
Baker Lake Airport,YBK,,CA-NU,CA
Campbell River Airport,YBL,,CA-BC,CA
CFB Borden,YBN,,CA-ON,CA
Tadoule Lake Airport,XTL,,CA-MB,CA
Brandon Municipal Airport,YBR,,CA-MB,CA
Brochet Airport,YBT,,CA-MB,CA
Berens River Airport,YBV,,CA-MB,CA
Lourdes de Blanc Sablon Airport,YBX,,CA-QC,CA
Cartwright Airport,YRF,,CA-NL,CA
Cambridge Bay Airport,YCB,YCB,CA-NU,CA
Cornwall Regional Airport,YCC,,CA-ON,CA
Nanaimo Airport,YCD,,CA-BC,CA
James T. Field Memorial Aerodrome,YCE,,CA-ON,CA
Castlegar/West Kootenay Regional Airport,YCG,,CA-BC,CA
Miramichi Airport,YCH,,CA-NB,CA
Chatham Kent Airport,XCM,,CA-ON,CA
Charlo Airport,YCL,,CA-NB,CA
Cochrane Airport,YCN,,CA-ON,CA
Kugluktuk Airport,YCO,,CA-NU,CA
Chetwynd Airport,YCQ,,CA-BC,CA
Cross Lake (Charlie Sinclair Memorial) Airport,YCR,,CA-MB,CA
Chesterfield Inlet Airport,YCS,,CA-NU,CA
Coronation Airport,YCT,,CA-AB,CA
Cartierville Airport,YCV,,CA-QC,CA
Chilliwack Airport,YCW,,CA-BC,CA
Clyde River Airport,YCY,,CA-NU,CA
Fairmont Hot Springs Airport,YCZ,,CA-BC,CA
Dawson City Airport,YDA,,CA-YT,CA
Burwash Airport,YDB,,CA-YT,CA
Deer Lake Airport,YDF,YDF,CA-NL,CA
Dease Lake Airport,YDL,,CA-BC,CA
Ross River Airport,XRR,,CA-YT,CA
Dauphin Barker Airport,YDN,,CA-MB,CA
Dolbeau St Felicien Airport,YDO,,CA-QC,CA
Nain Airport,YDP,,CA-NL,CA
Dawson Creek Airport,YDQ,,CA-BC,CA
Edmonton International Airport,YEG,YEA,CA-AB,CA
Arviat Airport,YEK,,CA-NU,CA
Elliot Lake Municipal Airport,YEL,,CA-ON,CA
Manitoulin East Municipal Airport,YEM,,CA-ON,CA
Estevan Airport,YEN,,CA-SK,CA
Fort Severn Airport,YER,,CA-ON,CA
Edson Airport,YET,,CA-AB,CA
Eureka Airport,YEU,,CA-NU,CA
Inuvik Mike Zubko Airport,YEV,YEV,CA-NT,CA
Amos Magny Airport,YEY,,CA-QC,CA
Fort Albany Airport,YFA,,CA-ON,CA
Iqaluit Airport,YFB,YFB,CA-NU,CA
Fredericton Airport,YFC,YFC,CA-NB,CA
Forestville Airport,YFE,,CA-QC,CA
Fort Hope Airport,YFH,,CA-ON,CA
La Macaza / Mont-Tremblant International Inc Airport,YTM,,CA-QC,CA
Flin Flon Airport,YFO,,CA-MB,CA
Fort Resolution Airport,YFR,,CA-NT,CA
Fort Simpson Airport,YFS,YFS,CA-NT,CA
Makkovik Airport,YMN,,CA-NL,CA
Texada Gillies Bay Airport,YGB,,CA-BC,CA
Fort Good Hope Airport,YGH,,CA-NT,CA
Kingston Norman Rogers Airport,YGK,,CA-ON,CA
La Grande Rivière Airport,YGL,YGL,CA-QC,CA
Gimli Industrial Park Airport,YGM,,CA-MB,CA
Gods Lake Narrows Airport,YGO,,CA-MB,CA
Gaspé (Michel-Pouliot) Airport,YGP,,CA-QC,CA
Geraldton Greenstone Regional Airport,YGQ,,CA-ON,CA
Îles-de-la-Madeleine Airport,YGR,,CA-QC,CA
Igloolik Airport,YGT,,CA-NU,CA
Havre St Pierre Airport,YGV,,CA-QC,CA
Kuujjuarapik Airport,YGW,YGW,CA-QC,CA
Gillam Airport,YGX,,CA-MB,CA
Grise Fiord Airport,YGZ,,CA-NU,CA
Quaqtaq Airport,YQC,,CA-QC,CA
Hudson Bay Airport,YHB,,CA-SK,CA
Vancouver Harbour Water Aerodrome,CXH,,CA-BC,CA
Dryden Regional Airport,YHD,,CA-ON,CA
Hope Airport,YHE,,CA-BC,CA
Hearst René Fontaine Municipal Airport,YHF,,CA-ON,CA
Nemiscau Airport,YNS,,CA-QC,CA
Ulukhaktok Holman Airport,YHI,,CA-NT,CA
Gjoa Haven Airport,YHK,,CA-NU,CA
John C. Munro Hamilton International Airport,YHM,YHM,CA-ON,CA
Hornepayne Municipal Airport,YHN,,CA-ON,CA
Hopedale Airport,YHO,,CA-NL,CA
Chevery Airport,YHR,,CA-QC,CA
Haines Junction Airport,YHT,,CA-YT,CA
Montréal / Saint-Hubert Airport,YHU,,CA-QC,CA
Hay River / Merlyn Carter Airport,YHY,YHY,CA-NT,CA
Halifax / Stanfield International Airport,YHZ,YHZ,CA-NS,CA
Atikokan Municipal Airport,YIB,,CA-ON,CA
Digby / Annapolis Regional Airport,YDG,,CA-NS,CA
St Augustin Airport,YIF,,CA-QC,CA
Ivujivik Airport,YIK,,CA-QC,CA
Pond Inlet Airport,YIO,,CA-NU,CA
Island Lake Airport,YIV,,CA-MB,CA
Fort Liard Airport,YJF,,CA-NT,CA
St Jean Airport,YJN,,CA-QC,CA
Denny Island Airport,ZEL,,CA-BC,CA
Stephenville Airport,YJT,,CA-NL,CA
Kamloops Airport,YKA,,CA-BC,CA
Collins Bay Airport,YKC,,CA-SK,CA
Aklavik Airport,LAK,,CA-NT,CA
Waterloo Airport,YKF,,CA-ON,CA
Kangiqsujuaq (Wakeham Bay) Airport,YWB,,CA-QC,CA
Key Lake Airport,YKJ,,CA-SK,CA
Schefferville Airport,YKL,,CA-QC,CA
Akulivik Airport,AKV,,CA-QC,CA
Waskaganish Airport,YKQ,,CA-QC,CA
Kirkland Lake Airport,YKX,,CA-ON,CA
Kindersley Airport,YKY,,CA-SK,CA
Buttonville Municipal Airport,YKZ,,CA-ON,CA
Aupaluk Airport,YPJ,,CA-QC,CA
Lac La Biche Airport,YLB,,CA-AB,CA
Kimmirut Airport,YLC,,CA-NU,CA
Chapleau Airport,YLD,,CA-ON,CA
Lansdowne House Airport,YLH,,CA-ON,CA
Meadow Lake Airport,YLJ,,CA-SK,CA
Lutselk'e Airport,YSG,,CA-NT,CA
Lloydminster Airport,YLL,,CA-AB,CA
La Tuque Airport,YLQ,,CA-QC,CA
Leaf Rapids Airport,YLR,,CA-MB,CA
Barrie-Orillia (Lake Simcoe Regional Airport),YLK,,CA-ON,CA
Alert Airport,YLT,,CA-NU,CA
Kangiqsualujjuaq (Georges River) Airport,XGR,,CA-QC,CA
Kelowna International Airport,YLW,,CA-BC,CA
Chatham Seaplane Base,CYM,,US-AK,US
Mayo Airport,YMA,,CA-YT,CA
Matane Airport,YME,,CA-QC,CA
Manitouwadge Airport,YMG,,CA-ON,CA
Mary's Harbour Airport,YMH,,CA-NL,CA
Moose Jaw Air Vice Marshal C. M. McEwen Airport,YMJ,,CA-SK,CA
Charlevoix Airport,YML,,CA-QC,CA
Fort McMurray Airport,YMM,,CA-AB,CA
Moosonee Airport,YMO,,CA-ON,CA
Chapais Airport,YMT,,CA-QC,CA
Umiujaq Airport,YUD,,CA-QC,CA
Maniwaki Airport,YMW,,CA-QC,CA
Montreal International (Mirabel) Airport,YMX,YMQ,CA-QC,CA
Natashquan Airport,YNA,,CA-QC,CA
Wemindji Airport,YNC,,CA-QC,CA
Ottawa / Gatineau Airport,YND,,CA-QC,CA
Norway House Airport,YNE,,CA-MB,CA
Hudsons Hope Airport,YNH,,CA-BC,CA
Langley Airport,YLY,,CA-BC,CA
Points North Landing Airport,YNL,,CA-SK,CA
Matagami Airport,YNM,,CA-QC,CA
Fort Mackay / Horizon Airport,HZP,,CA-AB,CA
Ekati Airport,YOA,,CA-NT,CA
Old Crow Airport,YOC,,CA-YT,CA
CFB Cold Lake,YOD,,CA-AB,CA
Oxford House Airport,YOH,,CA-MB,CA
High Level Airport,YOJ,,CA-AB,CA
Oshawa Airport,YOO,,CA-ON,CA
Rainbow Lake Airport,YOP,,CA-AB,CA
Owen Sound / Billy Bishop Regional Airport,YOS,,CA-ON,CA
Ottawa Macdonald-Cartier International Airport,YOW,YOW,CA-ON,CA
C J.H.L.(Joe) Lecomte) Heliport,YOY,,CA-QC,CA
Prince Albert Glass Field,YPA,,CA-SK,CA
Paulatuk (Nora Aliqatchialuk Ruben) Airport,YPC,,CA-NT,CA
Port Hawkesbury Airport,YPS,,CA-NS,CA
Peace River Airport,YPE,,CA-AB,CA
Southport Airport,YPG,,CA-MB,CA
Inukjuak Airport,YPH,,CA-QC,CA
Pickle Lake Airport,YPL,,CA-ON,CA
Pikangikum Airport,YPM,,CA-ON,CA
Port Menier Airport,YPN,,CA-QC,CA
Peawanuck Airport,YPO,,CA-ON,CA
Peterborough Airport,YPQ,,CA-ON,CA
Prince Rupert Airport,YPR,YPR,CA-BC,CA
Powell River Airport,YPW,,CA-BC,CA
Puvirnituq Airport,YPX,,CA-QC,CA
Fort Chipewyan Airport,YPY,,CA-AB,CA
Burns Lake Airport,YPZ,,CA-BC,CA
Muskoka Airport,YQA,,CA-ON,CA
Quebec Jean Lesage International Airport,YQB,YQB,CA-QC,CA
The Pas Airport,YQD,,CA-MB,CA
Red Deer Regional Airport,YQF,,CA-AB,CA
Windsor Airport,YQG,YQG,CA-ON,CA
Watson Lake Airport,YQH,YQH,CA-YT,CA
Yarmouth Airport,YQI,,CA-NS,CA
Kenora Airport,YQK,,CA-ON,CA
Lethbridge County Airport,YQL,YQL,CA-AB,CA
Greater Moncton International Airport,YQM,YQM,CA-NB,CA
Nakina Airport,YQN,,CA-ON,CA
Comox Airport,YQQ,,CA-BC,CA
Regina International Airport,YQR,YQR,CA-SK,CA
St Thomas Municipal Airport,YQS,,CA-ON,CA
Thunder Bay Airport,YQT,YQT,CA-ON,CA
Grande Prairie Airport,YQU,YQU,CA-AB,CA
Yorkton Municipal Airport,YQV,,CA-SK,CA
North Battleford Airport,YQW,,CA-SK,CA
Gander International Airport,YQX,,CA-NL,CA
Sydney / J.A. Douglas McCurdy Airport,YQY,,CA-NS,CA
Quesnel Airport,YQZ,,CA-BC,CA
Rae Lakes Airport,YRA,,CA-NT,CA
Resolute Bay Airport,YRB,YRB,CA-NU,CA
Rivière-du-Loup Airport,YRI,,CA-QC,CA
Roberval Airport,YRJ,,CA-QC,CA
Red Lake Airport,YRL,,CA-ON,CA
Rocky Mountain House Airport,YRM,,CA-AB,CA
Ottawa / Rockcliffe Airport,YRO,,CA-ON,CA
Trois-Rivières Airport,YRQ,,CA-QC,CA
Red Sucker Lake Airport,YRS,,CA-MB,CA
Rankin Inlet Airport,YRT,,CA-NU,CA
Revelstoke Airport,YRV,,CA-BC,CA
Sudbury Airport,YSB,YSB,CA-ON,CA
Sherbrooke Airport,YSC,,CA-QC,CA
Suffield Heliport,YSD,,CA-AB,CA
Squamish Airport,YSE,,CA-BC,CA
Stony Rapids Airport,YSF,,CA-SK,CA
Smiths Falls-Montague (Russ Beach) Airport,YSH,,CA-ON,CA
Saint John Airport,YSJ,,CA-NB,CA
Sanikiluaq Airport,YSK,,CA-NU,CA
St Leonard Airport,YSL,,CA-NB,CA
Fort Smith Airport,YSM,,CA-NT,CA
Niagara District Airport,YCM,,CA-ON,CA
Marathon Airport,YSP,,CA-ON,CA
Nanisivik Airport,YSR,YSR,CA-NU,CA
St. Theresa Point Airport,YST,,CA-MB,CA
Summerside Airport,YSU,,CA-PE,CA
Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,YSY,,CA-NT,CA
Pembroke Airport,YTA,,CA-ON,CA
Cape Dorset Airport,YTE,,CA-NU,CA
Alma Airport,YTF,,CA-QC,CA
Thompson Airport,YTH,,CA-MB,CA
Big Trout Lake Airport,YTL,,CA-ON,CA
Tasiujaq Airport,YTQ,,CA-QC,CA
CFB Trenton,YTR,,CA-ON,CA
Timmins/Victor M. Power,YTS,,CA-ON,CA
Billy Bishop Toronto City Centre Airport,YTZ,YTO,CA-ON,CA
Tuktoyaktuk Airport,YUB,,CA-NT,CA
Montreal / Pierre Elliott Trudeau International Airport,YUL,YMQ,CA-QC,CA
Repulse Bay Airport,YUT,,CA-NU,CA
Hall Beach Airport,YUX,YUX,CA-NU,CA
Rouyn Noranda Airport,YUY,,CA-QC,CA
Bonaventure Airport,YVB,,CA-QC,CA
La Ronge Airport,YVC,,CA-SK,CA
Vermilion Airport,YVG,,CA-AB,CA
Vernon Airport,YVE,,CA-BC,CA
Tommy Kochon Airport,YCK,,CA-NT,CA
Qikiqtarjuaq Airport,YVM,,CA-NU,CA
Val-d'Or Airport,YVO,YVO,CA-QC,CA
Kuujjuaq Airport,YVP,YVP,CA-QC,CA
Norman Wells Airport,YVQ,YVQ,CA-NT,CA
Vancouver International Airport,YVR,YVR,CA-BC,CA
Buffalo Narrows Airport,YVT,,CA-SK,CA
Wiarton Airport,YVV,,CA-ON,CA
Deer Lake Airport,YVZ,,CA-ON,CA
Petawawa Airport,YWA,,CA-ON,CA
Winnipeg / James Armstrong Richardson International Airport,YWG,YWG,CA-MB,CA
Victoria Harbour Seaplane Base,YWH,,CA-BC,CA
Déline Airport,YWJ,,CA-NT,CA
Wabush Airport,YWK,YWK,CA-NL,CA
Williams Lake Airport,YWL,,CA-BC,CA
Webequie Airport,YWP,,CA-ON,CA
Wrigley Airport,YWY,,CA-NT,CA
Cranbrook/Canadian Rockies International Airport,YXC,,CA-BC,CA
Edmonton City Centre (Blatchford Field) Airport,YXD,YEA,CA-AB,CA
Saskatoon John G. Diefenbaker International Airport,YXE,,CA-SK,CA
Medicine Hat Airport,YXH,,CA-AB,CA
Bonnechere Airport,YXI,,CA-ON,CA
Fort St John Airport,YXJ,YXJ,CA-BC,CA
Rimouski Airport,YXK,,CA-QC,CA
Sioux Lookout Airport,YXL,,CA-ON,CA
Whale Cove Airport,YXN,,CA-NU,CA
Pangnirtung Airport,YXP,,CA-NU,CA
Beaver Creek Airport,YXQ,,CA-YT,CA
Earlton (Timiskaming Regional) Airport,YXR,,CA-ON,CA
Prince George Airport,YXS,YXS,CA-BC,CA
Terrace Airport,YXT,YXT,CA-BC,CA
London Airport,YXU,YXU,CA-ON,CA
Abbotsford Airport,YXX,,CA-BC,CA
Whitehorse / Erik Nielsen International Airport,YXY,YXY,CA-YT,CA
Wawa Airport,YXZ,,CA-ON,CA
North Bay Airport,YYB,,CA-ON,CA
Calgary International Airport,YYC,YYC,CA-AB,CA
Smithers Airport,YYD,,CA-BC,CA
Fort Nelson Airport,YYE,YYE,CA-BC,CA
Penticton Airport,YYF,,CA-BC,CA
Charlottetown Airport,YYG,,CA-PE,CA
Taloyoak Airport,YYH,,CA-NU,CA
Victoria International Airport,YYJ,YYJ,CA-BC,CA
Lynn Lake Airport,YYL,,CA-MB,CA
Cowley Airport,YYM,,CA-AB,CA
Swift Current Airport,YYN,,CA-SK,CA
Churchill Airport,YYQ,,CA-MB,CA
Goose Bay Airport,YYR,YYR,CA-NL,CA
St. John's International Airport,YYT,YYT,CA-NL,CA
Kapuskasing Airport,YYU,,CA-ON,CA
Armstrong Airport,YYW,,CA-ON,CA
Mont Joli Airport,YYY,,CA-QC,CA
Lester B. Pearson International Airport,YYZ,YYZ,CA-ON,CA
Downsview Airport,YZD,,CA-ON,CA
Gore Bay Manitoulin Airport,YZE,,CA-ON,CA
Yellowknife Airport,YZF,YZF,CA-NT,CA
Salluit Airport,YZG,,CA-QC,CA
Slave Lake Airport,YZH,,CA-AB,CA
Sandspit Airport,YZP,,CA-BC,CA
Chris Hadfield Airport,YZR,,CA-ON,CA
Coral Harbour Airport,YZS,,CA-NU,CA
Port Hardy Airport,YZT,,CA-BC,CA
Whitecourt Airport,YZU,,CA-AB,CA
Sept-Îles Airport,YZV,,CA-QC,CA
Teslin Airport,YZW,,CA-YT,CA
CFB Greenwood,YZX,,CA-NS,CA
York Landing Airport,ZAC,,CA-MB,CA
Salmon Arm Airport,YSN,,CA-BC,CA
Boundary Bay Airport,YDT,,CA-BC,CA
Ilford Airport,ILF,,CA-MB,CA
Bathurst Airport,ZBF,,CA-NB,CA
Bromont (Roland Desourdy) Airport,ZBM,,CA-QC,CA
Kelsey Airport,KES,,CA-MB,CA
Eastmain River Airport,ZEM,,CA-QC,CA
Faro Airport,ZFA,,CA-YT,CA
Fond-Du-Lac Airport,ZFD,,CA-SK,CA
Pukatawagan Airport,XPK,,CA-MB,CA
Fort Mcpherson Airport,ZFM,,CA-NT,CA
Tulita Airport,ZFN,,CA-NT,CA
Grand Forks Airport,ZGF,,CA-BC,CA
Gods River Airport,ZGI,,CA-MB,CA
Little Grand Rapids Airport,ZGR,,CA-MB,CA
High Prairie Airport,ZHP,,CA-AB,CA
Corazón de Jesús Airport,CZJ,,PA-Q,PA
Jenpeg Airport,ZJG,,CA-MB,CA
Swan River Airport,ZJN,,CA-MB,CA
Cascade Locks State Airport,CZK,,US-OR,US
Kashechewan Airport,ZKE,,CA-ON,CA
Thicket Portage Airport,YTD,,CA-MB,CA
Muskrat Dam Airport,MSA,,CA-ON,CA
South Cariboo Region / 108 Mile Airport,ZMH,,CA-BC,CA
Pikwitonei Airport,PIW,,CA-MB,CA
Masset Airport,ZMT,,CA-BC,CA
Chisana Airport,CZN,,US-AK,US
Poplar River Airport,XPP,,CA-MB,CA
Chistochina Airport,CZO,,US-AK,US
Sachigo Lake Airport,ZPB,,CA-ON,CA
Pincher Creek Airport,WPC,,CA-AB,CA
Pinehouse Lake Airport,ZPO,,CA-SK,CA
Round Lake (Weagamow Lake) Airport,ZRJ,,CA-ON,CA
Sandy Lake Airport,ZSJ,,CA-ON,CA
South Indian Lake Airport,XSI,,CA-MB,CA
Stewart Airport,ZST,,CA-BC,CA
Prince Rupert/Seal Cove Seaplane Base,ZSW,,CA-BC,CA
Bloodvein River Airport,YDV,,CA-MB,CA
Shamattawa Airport,ZTM,,CA-MB,CA
Ignace Municipal Airport,ZUC,,CA-ON,CA
Churchill Falls Airport,ZUM,,CA-NL,CA
Lac Brochet Airport,XLB,,CA-MB,CA
Wollaston Lake Airport,ZWL,,CA-SK,CA
Delta Junction Airport,DJN,,US-AK,US
Mostaganem Airport,MQV,,DZ-27,DZ
Blida Airport,QLD,,DZ-09,DZ
Bou Saada Airport,BUJ,,DZ-28,DZ
Soummam Airport,BJA,,DZ-06,DZ
Houari Boumediene Airport,ALG,ALG,DZ-35,DZ
Djanet Inedbirene Airport,DJG,,DZ-33,DZ
Boufarik Airport,QFD,,DZ-09,DZ
Illizi Takhamalt Airport,VVZ,,DZ-33,DZ
Ain Arnat Airport,QSF,,DZ-19,DZ
Aguenar – Hadj Bey Akhamok Airport,TMR,TMR,DZ-11,DZ
Jijel Ferhat Abbas Airport,GJL,,DZ-18,DZ
Mecheria Airport,MZW,,DZ-45,DZ
Relizane Airport,QZN,,DZ-48,DZ
Annaba Airport,AAE,,DZ-36,DZ
Mohamed Boudiaf International Airport,CZL,,DZ-25,DZ
Oum el Bouaghi airport,QMH,,DZ-04,DZ
Skikda Airport,SKI,,DZ-21,DZ
Cheikh Larbi Tébessi Airport,TEE,,DZ-12,DZ
Batna Airport,BLJ,,DZ-05,DZ
Daup Airport,DAF,,PG-MPM,PG
Hassi R'Mel Airport,HRM,,DZ-03,DZ
Tsletsi Airport,QDJ,,DZ-17,DZ
Dabo Airport,DAO,,PG-NPP,PG
Bou Chekif Airport,TID,,DZ-14,DZ
Tindouf Airport,TIN,,DZ-37,DZ
Ech Cheliff Airport,CFK,,DZ-02,DZ
Tafaraoui Airport,TAF,,DZ-31,DZ
Zenata – Messali El Hadj Airport,TLM,,DZ-13,DZ
Es Senia Airport,ORN,ORN,DZ-31,DZ
Béchar Boudghene Ben Ali Lotfi Airport,CBH,,DZ-08,DZ
Sidi Bel Abbes Airport,BFW,,DZ-22,DZ
Ghriss Airport,MUW,,DZ-29,DZ
El Bayadh Airport,EBH,,DZ-32,DZ
In Guezzam Airport,INF,,DZ-11,DZ
Bordj Badji Mokhtar Airport,BMW,,DZ-01,DZ
Touat Cheikh Sidi Mohamed Belkebir Airport,AZR,,DZ-01,DZ
Biskra Airport,BSK,,DZ-07,DZ
El Golea Airport,ELG,,DZ-47,DZ
Noumérat - Moufdi Zakaria Airport,GHA,,DZ-47,DZ
Oued Irara Airport,HME,,DZ-30,DZ
In Salah Airport,INZ,,DZ-11,DZ
Touggourt Sidi Madhi Airport,TGR,,DZ-30,DZ
Laghouat Airport,LOO,,DZ-03,DZ
Guemar Airport,ELU,,DZ-39,DZ
Timimoun Airport,TMX,,DZ-01,DZ
Ain el Beida Airport,OGX,,DZ-30,DZ
In Aménas Airport,IAM,,DZ-33,DZ
Cadjehoun Airport,COO,COO,BJ-AQ,BJ
Djougou Airport,DJA,,BJ-DO,BJ
Kandi Airport,KDC,,BJ-AL,BJ
Natitingou Airport,NAE,,BJ-AK,BJ
Parakou Airport,PKO,,BJ-BO,BJ
Savé Airport,SVF,,BJ-CO,BJ
Chang'an Airport,DBC,,CN-22,CN
Dutch Bay SPB,DBK,,LK-6,LK
Debepare Airport,DBP,,PG-WPD,PG
Dambulu Oya Tank Seaplane Base,DBU,,LK-2,LK
Dubai Creek SPB,DCG,,AE-DU,AE
Dahl Creek Airport,DCK,,US-AK,US
Decatur HI-Way Airfield,DCR,,US-IN,US
Dodoima Airport,DDM,,PG-NPP,PG
Derim Airport,DER,,PG-MPL,PG
Nop Goliath Airport,DEX,,ID-PA,ID
Kaya Airport,XKY,,BF-SMT,BF
Ouahigouya Airport,OUG,,BF-YAT,BF
Djibo Airport,XDJ,,BF-SOM,BF
Leo Airport,XLU,,BF-SIS,BF
Po Airport,PUP,,BF-NAO,BF
Boulsa Airport,XBO,,BF-NAM,BF
Bogande Airport,XBG,,BF-GNA,BF
Diapaga Airport,DIP,,BF-TAP,BF
Dori Airport,DOR,,BF-SEN,BF
Fada N'gourma Airport,FNG,,BF-GOU,BF
Gorom-Gorom Airport,XGG,,BF-OUD,BF
Kantchari Airport,XKA,,BF-TAP,BF
Tambao Airport,TMQ,,BF-OUD,BF
Pama Airport,XPA,,BF-KMP,BF
Arly Airport,ARL,,BF-TAP,BF
Sebba Airport,XSE,,BF-SEN,BF
Tenkodogo Airport,TEG,,BF-BLG,BF
Zabré Airport,XZA,,BF-BLG,BF
Ouagadougou Airport,OUA,OUA,BF-KAD,BF
Banfora Airport,BNR,,BF-COM,BF
Dedougou Airport,DGU,,BF-MOU,BF
Gaoua Airport,XGA,,BF-PON,BF
Nouna Airport,XNU,,BF-KOS,BF
Bobo Dioulasso Airport,BOY,,BF-HOU,BF
Tougan Airport,TUQ,,BF-SOR,BF
Diebougou Airport,XDE,,BF-BGR,BF
Aribinda Airport,XAR,,BF-SOM,BF
Kotoka International Airport,ACC,ACC,GH-AA,GH
Fishermans Airfield,DGG,,PG-CPM,PG
Tamale Airport,TML,,GH-NP,GH
Kumasi Airport,KMS,,GH-AH,GH
Sunyani Airport,NYI,,GH-BA,GH
Takoradi Airport,TKD,,GH-WP,GH
Deer Harbor SPB,DHB,,US-WA,US
Port Bouet Airport,ABJ,ABJ,CI-01,CI
Abengourou Airport,OGO,,CI-05,CI
Boundiali Airport,BXI,,CI-03,CI
Bouaké Airport,BYK,,CI-04,CI
Bouna Airport,BQO,,CI-08,CI
Soko Airport,BDK,,CI-08,CI
Dimbokro Airport,DIM,,CI-11,CI
Daloa Airport,DJO,,CI-02,CI
Ferkessedougou Airport,FEK,,CI-03,CI
Gagnoa Airport,GGN,,CI-02,CI
Guiglo Airport,GGO,,CI-19,CI
Nero-Mer Airport,BBV,,CI-09,CI
Korhogo Airport,HGO,,CI-03,CI
